t,phase,motif,requested,observed,fatigue,hull,liveCombat,pending,totalSpawns
0,travel,,,,,100,0,1,0
10,travel,,,,,100,0,1,0
20,travel,,,,,100,0,1,0
30,travel,,,,,100,0,1,0
40,travel,,,,,100,0,1,0
50,travel,,,,,100,0,2,0
60,travel,,,,,100,0,2,0
70,violence,,,,,100,1,1,1
80,violence,,,,,100,1,1,1
90,violence,,,,,100,1,2,1
100,violence,,,,,100,1,1,2
110,violence,,,,,100,1,1,2
120,violence,,,,,100,1,1,2
130,violence,,,,,100,1,1,2
140,violence,,,,,100,1,2,2
150,violence,,,,,100,1,2,2
160,violence,,,,,100,1,2,2
170,aftermath,,,,,100,0,2,2
180,aftermath,,,,,100,0,3,2
190,aftermath,,,,,100,0,3,2
200,aftermath,,,,,100,0,3,2
210,aftermath,,,,,100,0,3,2
220,aftermath,,,,,100,0,3,2
230,quiet,,,,,100,0,4,2
240,quiet,,,,,100,0,4,2
250,quiet,,,,,100,0,4,2
260,quiet,,,,,100,0,4,2
270,quiet,,,,,100,0,5,2
280,quiet,,,,,100,0,4,3
290,quiet,,,,,100,0,4,3
300,quiet,,,,,100,0,4,3
310,quiet,,,,,100,0,4,3
320,work,,,,,100,0,5,3
330,work,,,,,100,0,5,3
340,travel,,,,,100,0,5,3
350,violence,,,,,100,1,4,4
360,violence,,,,,100,1,5,4
370,violence,,,,,100,1,5,4
380,violence,,,,,100,1,5,4
390,violence,,,,,100,1,5,4
400,violence,,,,,100,1,5,4
410,violence,,,,,100,1,6,4
420,violence,,,,,100,1,6,4
430,violence,,,,,100,1,6,4
440,violence,,,,,100,1,6,4
450,violence,,,,,100,1,7,4
460,aftermath,,,,,100,0,6,5
470,aftermath,,,,,100,0,6,5
480,aftermath,,,,,100,0,6,5
490,aftermath,,,,,100,0,6,5
500,aftermath,,,,,100,0,7,5
510,aftermath,,,,,100,0,7,5
520,quiet,,,,,100,0,7,5
530,quiet,,,,,100,0,7,5
540,quiet,,,,,100,0,8,5
550,quiet,,,,,100,0,7,6
560,quiet,,,,,100,0,7,6
570,quiet,,,,,100,0,7,6
580,quiet,,,,,100,0,7,6
590,quiet,,,,,100,0,7,7
600,quiet,,,,,100,0,7,7
610,work,,,,,100,0,7,7
620,work,,,,,100,0,7,7
630,travel,,,,,100,0,8,7
640,travel,,,,,100,0,8,7
650,travel,,,,,100,0,8,7
660,travel,,,,,100,0,8,7
670,travel,,,,,100,0,8,7
680,travel,,,,,100,0,9,7
690,travel,,,,,100,0,9,7
700,curiosity,,,,,100,0,9,7
710,curiosity,,,,,100,0,9,7
720,curiosity,,,,,100,0,10,7
730,curiosity,,,,,100,0,10,7
740,curiosity,,,,,100,0,10,7
750,curiosity,,,,,100,0,10,7
760,curiosity,,,,,100,0,10,7
770,curiosity,,,,,100,0,11,7
780,opportunity,,,,,100,1,10,8
